"기준_년분기_코드","자치구명","행정동_코드","행정동_코드_명","총_유동인구_수","연령대_10_유동인구_수","연령대_20_유동인구_수","연령대_30_유동인구_수","연령대_40_유동인구_수","연령대_50_유동인구_수","연령대_60_이상_유동인구_수","연령대_10_유동인구_비율","연령대_20_유동인구_비율","연령대_30_유동인구_비율","연령대_40_유동인구_비율","연령대_50_유동인구_비율","연령대_60_이상_유동인구_비율"
"2025Q4","강동구","11740700","둔촌2동","6419131","1227181","725811","959328","1018460","933755","1554597","19.1176","11.307","14.9448","15.866","14.5464","24.2182"
"2025Q4","강동구","11740690","둔촌1동","29398","6767","2325","4159","5594","3731","6824","23.0186","7.9087","14.1472","19.0285","12.6913","23.2125"
"2025Q4","강동구","11740685","길동","18073434","2453568","2170829","2912958","2965881","2847212","4722988","13.5755","12.0112","16.1173","16.4102","15.7536","26.1322"
"2025Q4","강동구","11740660","성내3동","6724834","949374","868523","1106224","1173101","1035931","1591682","14.1174","12.9152","16.4498","17.4443","15.4046","23.6687"
"2025Q4","강동구","11740650","성내2동","8151201","1125335","1085573","1470237","1283687","1175091","2011277","13.8058","13.318","18.0371","15.7484","14.4162","24.6746"
"2025Q4","강동구","11740640","성내1동","5545995","994391","611584","855915","944137","868997","1270971","17.9299","11.0275","15.433","17.0238","15.6689","22.9169"
"2025Q4","강동구","11740620","천호3동","7473454","919586","1130735","1409241","1150274","1089443","1774174","12.3047","15.13","18.8566","15.3915","14.5775","23.7397"
"2025Q4","강동구","11740610","천호2동","10996301","1380439","1357854","1922051","1804050","1740536","2791372","12.5537","12.3483","17.4791","16.406","15.8284","25.3846"
"2025Q4","강동구","11740600","천호1동","10130717","1687576","1082291","1492087","1702581","1565714","2600466","16.658","10.6833","14.7283","16.8061","15.4551","25.6691"
"2025Q4","강동구","11740590","암사3동","1711324","411870","162319","230028","287657","245405","374045","24.0673","9.485","13.4415","16.809","14.3401","21.8571"
"2025Q4","강동구","11740580","암사2동","2217375","317259","257399","392158","387332","357288","505940","14.3079","11.6083","17.6857","17.468","16.1131","22.8171"
"2025Q4","강동구","11740570","암사1동","8439282","1369146","907537","1257121","1436917","1361856","2106706","16.2235","10.7537","14.8961","17.0265","16.1371","24.9631"
"2025Q4","강동구","11740560","고덕2동","2181579","508412","190214","317037","426971","269620","469324","23.3048","8.7191","14.5325","19.5716","12.3589","21.513"
"2025Q4","강동구","11740550","고덕1동","3486664","1254947","238782","324902","657249","398979","611805","35.9928","6.8484","9.3184","18.8504","11.443","17.547"
"2025Q4","강동구","11740540","명일2동","2082565","630850","191282","195015","341196","269266","454956","30.292","9.1849","9.3642","16.3835","12.9295","21.8459"
"2025Q4","강동구","11740530","명일1동","4587453","896175","424606","574736","796193","667876","1227869","19.5354","9.2558","12.5284","17.3559","14.5588","26.7658"
"2025Q4","강동구","11740520","상일동","3418270","755944","285311","472428","709094","463631","731862","22.1148","8.3466","13.8207","20.7442","13.5633","21.4103"
"2025Q4","강동구","11740515","강일동","3477111","838069","298090","443277","640155","490489","767030","24.1025","8.5729","12.7484","18.4105","14.1062","22.0594"
"2025Q4","강남구","11680750","수서동","2221559","309456","213059","338896","376693","323485","659972","13.9297","9.5905","15.2549","16.9562","14.5612","29.7076"
"2025Q4","강남구","11680740","일원2동","1332880","366129","109551","182591","271468","179159","223983","27.469","8.2191","13.699","20.367","13.4415","16.8044"
"2025Q4","강남구","11680730","일원1동","2550279","352919","319849","421900","464206","374791","616614","13.8384","12.5417","16.5433","18.2022","14.6961","24.1783"
"2025Q4","강남구","11680720","일원본동","2494432","711007","187069","259984","454224","343490","538658","28.5038","7.4995","10.4226","18.2095","13.7703","21.5944"
"2025Q4","강남구","11680700","세곡동","3415133","871511","317800","492484","597832","425507","709998","25.5191","9.3056","14.4206","17.5054","12.4595","20.7898"
"2025Q4","강남구","11680690","개포4동","3295325","565525","350069","526892","603706","571343","677789","17.1614","10.6232","15.9891","18.3201","17.338","20.5682"
"2025Q4","강남구","11680670","개포2동","2151296","568721","174508","261087","395583","295896","455500","26.4362","8.1118","12.1363","18.3881","13.7543","21.1733"
"2025Q4","강남구","11680660","개포1동","2116394","604723","148159","219879","420682","277503","445447","28.5733","7.0005","10.3893","19.8773","13.1121","21.0475"
"2025Q4","강남구","11680656","도곡2동","3804580","973841","337883","431935","808704","591545","660673","25.5965","8.881","11.353","21.2561","15.5482","17.3652"
"2025Q4","강남구","11680655","도곡1동","8887262","1891602","918100","1358527","1827520","1322596","1568918","21.2844","10.3305","15.2862","20.5634","14.8819","17.6536"
"2025Q4","강남구","11680650","역삼2동","11909485","2442306","1641753","2106737","2588039","1710184","1420466","20.5072","13.7853","17.6896","21.7309","14.3598","11.9272"
"2025Q4","강남구","11680640","역삼1동","19879130","1186367","4489130","5488291","4189328","2437882","2088131","5.9679","22.5821","27.6083","21.074","12.2635","10.5041"
"2025Q4","강남구","11680630","대치4동","9932591","2599232","1318749","1562508","1932081","1463560","1056461","26.1687","13.277","15.7311","19.4519","14.7349","10.6363"
"2025Q4","강남구","11680610","대치2동","6276201","1806487","685812","895487","1289663","843129","755623","28.7831","10.9272","14.268","20.5485","13.4337","12.0395"
"2025Q4","강남구","11680600","대치1동","4343954","1802346","307126","271242","858792","582310","522136","41.4909","7.0702","6.2441","19.7698","13.4051","12.0198"
"2025Q4","강남구","11680590","삼성2동","8719348","1421447","1162333","1684336","1954425","1316694","1180113","16.3022","13.3305","19.3172","22.4148","15.1008","13.5344"
"2025Q4","강남구","11680580","삼성1동","4923443","566473","702196","1071925","1089430","758379","735040","11.5056","14.2623","21.7719","22.1274","15.4034","14.9294"
"2025Q4","강남구","11680565","청담동","9144809","1190406","1299668","1792724","1978862","1378689","1504458","13.0173","14.2121","19.6037","21.6392","15.0762","16.4515"
"2025Q4","강남구","11680545","압구정동","7378991","1013342","1203413","1444374","1523915","1026407","1167539","13.7328","16.3086","19.5741","20.6521","13.9099","15.8225"
"2025Q4","강남구","11680531","논현2동","11457248","1140153","1866031","2770562","2547018","1575698","1557786","9.9514","16.2869","24.1817","22.2306","13.7528","13.5965"
"2025Q4","강남구","11680521","논현1동","9197399","541465","1937425","2441222","1920599","1168544","1188146","5.8872","21.0649","26.5425","20.882","12.7052","12.9183"
"2025Q4","강남구","11680510","신사동","6388755","724522","1146111","1378073","1343638","900384","896027","11.3406","17.9395","21.5703","21.0313","14.0933","14.0251"
"2025Q4","강서구","11500641","방화3동","2348911","376542","216983","371325","396579","353436","634046","16.0305","9.2376","15.8084","16.8835","15.0468","26.9932"
"2025Q4","강서구","11500640","방화2동","3895935","445373","524868","736701","644098","583083","961814","11.4317","13.4722","18.9095","16.5326","14.9664","24.6876"
"2025Q4","강서구","11500630","방화1동","7065046","1283963","696161","1118604","1221674","1018994","1725650","18.1735","9.8536","15.8329","17.2918","14.423","24.4252"
"2025Q4","강서구","11500620","공항동","5445697","1275022","618300","835947","972368","699854","1044209","23.4134","11.3539","15.3506","17.8557","12.8515","19.1749"
"2025Q4","강서구","11500615","우장산동","7217707","1493406","983431","1072188","1256587","1012991","1399105","20.6909","13.6253","14.855","17.4098","14.0348","19.3843"
"2025Q4","강서구","11500611","발산1동","5403377","1508626","588103","638828","894238","788266","985317","27.9201","10.884","11.8228","16.5496","14.5884","18.2352"
"2025Q4","강서구","11500605","가양3동","1522364","126197","159528","360967","271700","208368","395606","8.2895","10.479","23.711","17.8472","13.6871","25.9863"
"2025Q4","강서구","11500604","가양2동","1917285","192214","192863","347104","280781","241177","663145","10.0253","10.0592","18.1039","14.6447","12.5791","34.5877"
"2025Q4","강서구","11500603","가양1동","3038875","360526","473955","725353","551374","414272","513398","11.8638","15.5964","23.8691","18.144","13.6324","16.8943"
"2025Q4","강서구","11500593","화곡8동","10456932","1855496","1395210","1772693","1905157","1492239","2036137","17.7442","13.3424","16.9523","18.2191","14.2703","19.4716"
"2025Q4","강서구","11500591","화곡6동","5592162","599537","928772","1184248","967517","754959","1157130","10.721","16.6085","21.1769","17.3013","13.5003","20.692"
"2025Q4","강서구","11500590","화곡본동","8121496","1306914","1195177","1454635","1321125","1102481","1741164","16.092","14.7162","17.9109","16.267","13.5749","21.439"
"2025Q4","강서구","11500570","화곡4동","3685160","718868","443228","522148","585012","558737","857168","19.5071","12.0274","14.1689","15.8748","15.1618","23.26"
"2025Q4","강서구","11500560","화곡3동","3450347","546396","476361","558427","560134","472747","836282","15.836","13.8062","16.1847","16.2341","13.7014","24.2376"
"2025Q4","강서구","11500550","화곡2동","3762504","637004","460618","563745","635169","577604","888368","16.9303","12.2423","14.9832","16.8816","15.3516","23.6111"
"2025Q4","강서구","11500540","화곡1동","15716871","1752924","2623209","3130291","2610244","2190589","3409614","11.1531","16.6904","19.9168","16.6079","13.9378","21.694"
"2025Q4","강서구","11500535","등촌3동","7159372","1027062","913229","1295858","1176214","959455","1787554","14.3457","12.7557","18.1002","16.429","13.4014","24.968"
"2025Q4","강서구","11500530","등촌2동","3851931","618200","503480","766626","631588","519944","812091","16.0491","13.0708","19.9024","16.3967","13.4983","21.0827"
"2025Q4","강서구","11500520","등촌1동","4377382","484221","643892","1107355","757293","556761","827858","11.0619","14.7095","25.2972","17.3001","12.719","18.9122"
"2025Q4","강서구","11500510","염창동","8055365","1789078","815035","1564829","1537363","1015484","1333578","22.2098","10.1179","19.4259","19.085","12.6063","16.5552"
"2025Q4","강북구","11305660","인수동","8010678","1251911","946838","943545","1183981","1299779","2384622","15.628","11.8197","11.7786","14.78","16.2256","29.768"
"2025Q4","강북구","11305645","우이동","3832585","554945","555302","457475","578743","628201","1057918","14.4797","14.489","11.9365","15.1006","16.3911","27.6032"
"2025Q4","강북구","11305635","수유3동","9345749","857436","2015580","1401723","1408692","1480446","2181870","9.1746","21.5668","14.9985","15.0731","15.8408","23.3461"
"2025Q4","강북구","11305625","수유2동","5136332","625790","721162","598390","783379","893874","1513737","12.1836","14.0404","11.6501","15.2517","17.403","29.4712"
"2025Q4","강북구","11305615","수유1동","5950980","822095","878293","765045","845239","949758","1690550","13.8144","14.7588","12.8558","14.2034","15.9597","28.4079"
"2025Q4","강북구","11305608","번3동","2930090","428081","287727","322227","426024","516280","949752","14.6098","9.8197","10.9972","14.5396","17.6199","32.4137"
"2025Q4","강북구","11305603","번2동","2708048","358745","332219","346125","371545","463102","836312","13.2474","12.2678","12.7813","13.72","17.101","30.8825"
"2025Q4","강북구","11305595","번1동","6453446","684259","1222377","944796","969383","1056799","1575829","10.603","18.9415","14.6402","15.0212","16.3757","24.4184"
"2025Q4","강북구","11305575","삼각산동","2962903","753581","279047","316869","498887","476205","638314","25.4339","9.418","10.6945","16.8378","16.0722","21.5435"
"2025Q4","강북구","11305555","송천동","10147588","1648324","1098885","1194254","1458820","1760168","2987138","16.2435","10.829","11.7688","14.376","17.3457","29.4369"
"2025Q4","강북구","11305545","송중동","11297871","1632675","1539939","1491133","1711347","1913756","3009021","14.4512","13.6303","13.1984","15.1475","16.9391","26.6335"
"2025Q4","강북구","11305535","미아동","7847140","781951","1423714","1054246","1093162","1312276","2181792","9.9648","18.1431","13.4348","13.9307","16.723","27.8037"
"2025Q4","강북구","11305534","삼양동","10749171","1677349","1273501","1344529","1723945","1763146","2966704","15.6044","11.8474","12.5082","16.0379","16.4026","27.5994"
"2025Q3","강동구","11740700","둔촌2동","6677641","1281325","759362","997949","1050346","968127","1620531","19.1883","11.3717","14.9446","15.7293","14.498","24.268"
"2025Q3","강동구","11740690","둔촌1동","30002","6659","2516","4352","5649","3846","6980","22.1952","8.3861","14.5057","18.8287","12.8191","23.2651"
"2025Q3","강동구","11740685","길동","18306303","2507243","2213064","2922263","2976562","2867254","4819916","13.6961","12.0891","15.9632","16.2598","15.6627","26.3293"
"2025Q3","강동구","11740660","성내3동","6680704","941998","886276","1087042","1167095","1021545","1576746","14.1003","13.2662","16.2714","17.4696","15.291","23.6015"
"2025Q3","강동구","11740650","성내2동","8182706","1106351","1132456","1469108","1282904","1181197","2010690","13.5206","13.8396","17.9538","15.6782","14.4353","24.5724"
"2025Q3","강동구","11740640","성내1동","5482732","961989","618285","860693","948826","851068","1241872","17.5458","11.277","15.6983","17.3057","15.5227","22.6506"
"2025Q3","강동구","11740620","천호3동","7537537","937108","1165388","1414126","1148688","1092142","1780085","12.4325","15.4611","18.7611","15.2396","14.4894","23.6163"
"2025Q3","강동구","11740610","천호2동","10909991","1392467","1381274","1896277","1770285","1710179","2759511","12.7632","12.6606","17.3811","16.2263","15.6753","25.2934"
"2025Q3","강동구","11740600","천호1동","10199559","1724565","1117406","1493965","1686809","1569986","2606827","16.9082","10.9554","14.6473","16.5381","15.3927","25.5582"
"2025Q3","강동구","11740590","암사3동","1651297","385191","163455","223780","276615","237552","364704","23.3266","9.8986","13.5518","16.7514","14.3858","22.0859"
"2025Q3","강동구","11740580","암사2동","2273718","322555","270236","400525","397489","364411","518504","14.1862","11.8852","17.6154","17.4819","16.0271","22.8042"
"2025Q3","강동구","11740570","암사1동","8363335","1366060","906831","1244850","1427262","1335077","2083253","16.3339","10.8429","14.8846","17.0657","15.9635","24.9094"
"2025Q3","강동구","11740560","고덕2동","2166822","495782","189891","317436","423646","268935","471132","22.8806","8.7636","14.6498","19.5515","12.4115","21.743"
"2025Q3","강동구","11740550","고덕1동","3548896","1284756","247371","332195","663181","402287","619104","36.2016","6.9704","9.3605","18.687","11.3356","17.445"
"2025Q3","강동구","11740540","명일2동","2187076","675787","204508","201959","351555","280145","473123","30.8991","9.3507","9.2342","16.0742","12.8091","21.6327"
"2025Q3","강동구","11740530","명일1동","4605872","902423","438559","572026","802217","663444","1227200","19.5929","9.5217","12.4195","17.4173","14.4043","26.6442"
"2025Q3","강동구","11740520","상일동","3432533","753238","296026","477966","703585","463299","738420","21.9441","8.6241","13.9246","20.4975","13.4973","21.5124"
"2025Q3","강동구","11740515","강일동","3514014","837072","312863","458637","642246","492363","770832","23.821","8.9033","13.0517","18.2767","14.0114","21.9359"
"2025Q3","강남구","11680750","수서동","2232614","299622","222613","343111","384536","330846","651884","13.4202","9.971","15.3681","17.2236","14.8188","29.1982"
"2025Q3","강남구","11680740","일원2동","1360721","366224","120390","185660","278098","181878","228468","26.914","8.8475","13.6442","20.4375","13.3663","16.7902"
"2025Q3","강남구","11680730","일원1동","2493544","332642","323500","418393","462030","368897","588082","13.3401","12.9735","16.7791","18.529","14.7941","23.5842"
"2025Q3","강남구","11680720","일원본동","2422166","679244","186376","252062","438735","334017","531732","28.0428","7.6946","10.4065","18.1133","13.79","21.9527"
"2025Q3","강남구","11680700","세곡동","3382325","884129","323208","482919","577353","417999","696717","26.1397","9.5558","14.2777","17.0697","12.3583","20.5988"
"2025Q3","강남구","11680690","개포4동","3410027","594322","377409","551330","627914","579047","680004","17.4287","11.0676","16.1679","18.4138","16.9807","19.9413"
"2025Q3","강남구","11680670","개포2동","2144568","554461","183015","261021","396506","295610","453955","25.8542","8.5339","12.1713","18.4889","13.7841","21.1677"
"2025Q3","강남구","11680660","개포1동","2143956","604306","153795","231251","422113","279059","453432","28.1865","7.1734","10.7862","19.6885","13.0161","21.1493"
"2025Q3","강남구","11680656","도곡2동","4089946","1007714","392925","486072","864654","634402","704180","24.6388","9.6071","11.8846","21.141","15.5113","17.2173"
"2025Q3","강남구","11680655","도곡1동","8695467","1829806","923494","1344797","1794052","1277316","1526002","21.0432","10.6204","15.4655","20.632","14.6894","17.5494"
"2025Q3","강남구","11680650","역삼2동","12482409","2538513","1824585","2246631","2681202","1741069","1450409","20.3367","14.6173","17.9984","21.4798","13.9482","11.6196"
"2025Q3","강남구","11680640","역삼1동","20900630","1375068","4856762","5738500","4339129","2500730","2090439","6.5791","23.2374","27.4561","20.7608","11.9649","10.0018"
"2025Q3","강남구","11680630","대치4동","10740014","3132481","1435423","1613186","1982158","1483749","1093018","29.1665","13.3652","15.0203","18.4558","13.8151","10.1771"
"2025Q3","강남구","11680610","대치2동","6783054","2114503","777306","953404","1336461","853657","747722","31.1733","11.4595","14.0557","19.7029","12.5851","11.0234"
"2025Q3","강남구","11680600","대치1동","4501935","1949297","334180","281156","860342","568416","508544","43.2991","7.423","6.2452","19.1105","12.626","11.2961"
"2025Q3","강남구","11680590","삼성2동","8923470","1417584","1250596","1759895","1994782","1322430","1178182","15.886","14.0147","19.7221","22.3543","14.8197","13.2032"
"2025Q3","강남구","11680580","삼성1동","4991598","563008","734519","1095155","1114697","761507","722712","11.2791","14.7151","21.94","22.3315","15.2558","14.4786"
"2025Q3","강남구","11680565","청담동","9185850","1183071","1346814","1824935","1981873","1363751","1485407","12.8793","14.6618","19.8668","21.5753","14.8462","16.1706"
"2025Q3","강남구","11680545","압구정동","7593147","1080702","1287407","1494096","1553399","1023301","1154242","14.2326","16.9549","19.6769","20.4579","13.4766","15.2011"
"2025Q3","강남구","11680531","논현2동","11920183","1158704","2025729","2895638","2628053","1627371","1584687","9.7205","16.9941","24.2919","22.0471","13.6522","13.2941"
"2025Q3","강남구","11680521","논현1동","9474796","578043","2063196","2512905","1954327","1172797","1193529","6.1008","21.7756","26.522","20.6266","12.3781","12.5969"
"2025Q3","강남구","11680510","신사동","6653298","803157","1207942","1428698","1383319","912746","917437","12.0716","18.1555","21.4735","20.7915","13.7187","13.7892"
"2025Q3","강서구","11500641","방화3동","2377548","370803","226933","383459","405491","353229","637634","15.596","9.5448","16.1283","17.055","14.8569","26.819"
"2025Q3","강서구","11500640","방화2동","3926083","423300","551456","752934","641562","582038","974793","10.7817","14.046","19.1777","16.341","14.8249","24.8286"
"2025Q3","강서구","11500630","방화1동","7236902","1317111","747326","1153329","1227754","1027434","1763949","18.1999","10.3266","15.9368","16.9652","14.1972","24.3744"
"2025Q3","강서구","11500620","공항동","5412543","1239560","642113","843259","966017","689187","1032406","22.9016","11.8634","15.5797","17.8477","12.7331","19.0743"
"2025Q3","강서구","11500615","우장산동","7200082","1547701","970016","1023216","1242945","999435","1416770","21.4956","13.4723","14.2112","17.2629","13.8809","19.6771"
"2025Q3","강서구","11500611","발산1동","5485939","1512530","615697","646219","922935","793221","995337","27.571","11.2232","11.7796","16.8236","14.4592","18.1434"
"2025Q3","강서구","11500605","가양3동","1497068","119548","163911","362037","269004","203955","378614","7.9855","10.9488","24.1831","17.9687","13.6236","25.2904"
"2025Q3","강서구","11500604","가양2동","1911901","180384","193639","347473","279458","247679","663270","9.4348","10.1281","18.1742","14.6168","12.9546","34.6916"
"2025Q3","강서구","11500603","가양1동","3140169","362418","504774","751868","567482","427641","525985","11.5414","16.0747","23.9436","18.0717","13.6184","16.7502"
"2025Q3","강서구","11500593","화곡8동","9879214","1830295","1334446","1641928","1779423","1384176","1908950","18.5267","13.5076","16.62","18.0118","14.011","19.3229"
"2025Q3","강서구","11500591","화곡6동","5220479","553737","870662","1120660","894502","701378","1079539","10.607","16.6778","21.4666","17.1345","13.4351","20.6789"
"2025Q3","강서구","11500590","화곡본동","8214328","1312248","1243569","1462359","1320780","1090530","1784842","15.9751","15.139","17.8025","16.079","13.2759","21.7284"
"2025Q3","강서구","11500570","화곡4동","3855517","750352","475243","556798","602508","575613","895001","19.4618","12.3263","14.4416","15.6272","14.9296","23.2135"
"2025Q3","강서구","11500560","화곡3동","3495630","561211","487595","569983","558605","472019","846218","16.0546","13.9487","16.3056","15.9801","13.5031","24.2079"
"2025Q3","강서구","11500550","화곡2동","3786468","638940","471929","572707","624357","585865","892669","16.8743","12.4636","15.1251","16.4892","15.4726","23.5752"
"2025Q3","강서구","11500540","화곡1동","16469502","1795137","2851429","3279638","2719946","2280652","3542702","10.8998","17.3134","19.9134","16.515","13.8477","21.5107"
"2025Q3","강서구","11500535","등촌3동","6951747","992120","900875","1262551","1122398","931667","1742136","14.2715","12.959","18.1616","16.1456","13.4019","25.0604"
"2025Q3","강서구","11500530","등촌2동","3894385","624994","517775","788402","630398","514512","818305","16.0486","13.2954","20.2446","16.1874","13.2116","21.0124"
"2025Q3","강서구","11500520","등촌1동","4454462","474751","694084","1137708","764007","562054","821858","10.6579","15.5818","25.5409","17.1515","12.6178","18.4502"
"2025Q3","강서구","11500510","염창동","8160827","1828456","857184","1577320","1536438","1020828","1340602","22.4053","10.5036","19.3279","18.827","12.5089","16.4273"
"2025Q3","강북구","11305660","인수동","7957410","1234406","944822","934804","1158472","1293681","2391225","15.5127","11.8735","11.7476","14.5584","16.2576","30.0503"
"2025Q3","강북구","11305645","우이동","3769261","522441","529927","455898","571989","621397","1067612","13.8606","14.0592","12.0952","15.1751","16.4859","28.3242"
"2025Q3","강북구","11305635","수유3동","9309172","850263","1966356","1395188","1421048","1485555","2190761","9.1336","21.1228","14.9872","15.265","15.958","23.5334"
"2025Q3","강북구","11305625","수유2동","5091036","631216","682830","597279","772310","887227","1520172","12.3986","13.4124","11.732","15.17","17.4272","29.8598"
"2025Q3","강북구","11305615","수유1동","5777265","788059","840231","736736","825072","930469","1656698","13.6407","14.5438","12.7523","14.2814","16.1057","28.6762"
"2025Q3","강북구","11305608","번3동","3043622","439298","297922","331852","444846","525315","1004389","14.4334","9.7884","10.9032","14.6157","17.2595","32.9998"
"2025Q3","강북구","11305603","번2동","2691903","345146","322129","340460","370923","467784","845459","12.8216","11.9666","12.6476","13.7792","17.3774","31.4075"
"2025Q3","강북구","11305595","번1동","6598159","680815","1246161","979802","974383","1088481","1628516","10.3183","18.8865","14.8496","14.7675","16.4967","24.6814"
"2025Q3","강북구","11305575","삼각산동","2871529","739759","265851","298010","485837","461642","620430","25.7619","9.2582","10.3781","16.9191","16.0765","21.6063"
"2025Q3","강북구","11305555","송천동","10161334","1678046","1097662","1195019","1462381","1758360","2969868","16.514","10.8023","11.7605","14.3916","17.3044","29.2271"
"2025Q3","강북구","11305545","송중동","11508882","1673263","1542384","1511399","1747749","1949852","3084237","14.5389","13.4017","13.1325","15.1861","16.9421","26.7988"
"2025Q3","강북구","11305535","미아동","7696091","745206","1355719","1050642","1081617","1293838","2169070","9.6829","17.6157","13.6516","14.0541","16.8116","28.184"
"2025Q3","강북구","11305534","삼양동","10865484","1617889","1341352","1351496","1727334","1789917","3037497","14.8902","12.3451","12.4384","15.8974","16.4734","27.9555"
"2025Q2","강동구","11740700","둔촌2동","6769971","1316284","752753","998415","1084876","985271","1632371","19.443","11.119","14.7477","16.0248","14.5535","24.1119"
"2025Q2","강동구","11740690","둔촌1동","28752","6339","2356","4196","5480","3730","6652","22.0472","8.1942","14.5938","19.0595","12.973","23.1358"
"2025Q2","강동구","11740685","길동","18157612","2462565","2185324","2946947","2939109","2853139","4770530","13.5622","12.0353","16.2298","16.1866","15.7132","26.2729"
"2025Q2","강동구","11740660","성내3동","6661360","913730","885590","1091994","1178479","1033846","1557719","13.7169","13.2944","16.393","17.6913","15.52","23.3844"
"2025Q2","강동구","11740650","성내2동","8217747","1063667","1145641","1484728","1294797","1191954","2036959","12.9435","13.9411","18.0673","15.7561","14.5046","24.7873"
"2025Q2","강동구","11740640","성내1동","5569252","967101","637239","888569","970994","856729","1248624","17.365","11.4421","15.9549","17.4349","15.3832","22.42"
"2025Q2","강동구","11740620","천호3동","7468447","897724","1148162","1402003","1145997","1080140","1794419","12.0202","15.3735","18.7723","15.3445","14.4627","24.0267"
"2025Q2","강동구","11740610","천호2동","10723675","1384122","1335808","1838461","1763265","1671827","2730192","12.9072","12.4566","17.1439","16.4427","15.5901","25.4595"
"2025Q2","강동구","11740600","천호1동","10425401","1748953","1119105","1551728","1720037","1621960","2663620","16.7759","10.7344","14.8841","16.4985","15.5578","25.5493"
"2025Q2","강동구","11740590","암사3동","1543807","376551","146734","207637","261914","221904","329066","24.3911","9.5047","13.4497","16.9655","14.3738","21.3152"
"2025Q2","강동구","11740580","암사2동","2278522","324566","263282","405063","400327","367152","518131","14.2446","11.5549","17.7774","17.5696","16.1136","22.7398"
"2025Q2","강동구","11740570","암사1동","8652934","1383833","927845","1302263","1482983","1389382","2166629","15.9926","10.7229","15.05","17.1385","16.0568","25.0392"
"2025Q2","강동구","11740560","고덕2동","2054784","474885","172095","303337","401122","256639","446708","23.1112","8.3753","14.7625","19.5214","12.4898","21.7399"
"2025Q2","강동구","11740550","고덕1동","3648757","1329251","250789","341583","680453","405535","641143","36.4302","6.8733","9.3616","18.6489","11.1143","17.5715"
"2025Q2","강동구","11740540","명일2동","2217381","694188","200876","205778","356330","284000","476208","31.3067","9.0592","9.2802","16.0699","12.8079","21.4761"
"2025Q2","강동구","11740530","명일1동","4583303","887090","429729","569017","799336","666540","1231592","19.3548","9.376","12.415","17.4402","14.5428","26.8713"
"2025Q2","강동구","11740520","상일동","3417677","737227","290361","488595","704195","463480","733818","21.571","8.4959","14.2961","20.6045","13.5613","21.4713"
"2025Q2","강동구","11740515","강일동","3505372","826238","307215","462650","643141","487324","778804","23.5706","8.7641","13.1983","18.3473","13.9022","22.2174"
"2025Q2","강남구","11680750","수서동","2283962","325695","219501","349084","397753","331972","659956","14.2601","9.6105","15.2841","17.415","14.5349","28.8952"
"2025Q2","강남구","11680740","일원2동","1356016","366015","116707","188033","277614","181051","226594","26.9919","8.6066","13.8666","20.4728","13.3517","16.7103"
"2025Q2","강남구","11680730","일원1동","2387539","305529","304396","410001","441048","358716","567850","12.7968","12.7494","17.1725","18.4729","15.0245","23.7839"
"2025Q2","강남구","11680720","일원본동","2271954","632537","170918","236325","416987","313765","501423","27.8411","7.523","10.4018","18.3537","13.8104","22.0701"
"2025Q2","강남구","11680700","세곡동","3489172","910325","331846","496752","599934","431380","718936","26.09","9.5107","14.237","17.1942","12.3634","20.6048"
"2025Q2","강남구","11680690","개포4동","3438057","616373","393319","559246","617742","580489","670887","17.9279","11.4402","16.2663","17.9678","16.8842","19.5136"
"2025Q2","강남구","11680670","개포2동","2184982","569473","195252","269162","398916","294278","457901","26.0631","8.9361","12.3187","18.2572","13.4682","20.9567"
"2025Q2","강남구","11680660","개포1동","2168984","616388","157565","238938","425690","279215","451186","28.4183","7.2645","11.0161","19.6262","12.8731","20.8017"
"2025Q2","강남구","11680656","도곡2동","4021339","982224","377307","485285","856737","626611","693173","24.4253","9.3826","12.0677","21.3048","15.5821","17.2374"
