기준시점,시도,자치구,행정동,총인구수,0~9세_비율,10~19세_비율,20~29세_비율,30~39세_비율,40~49세_비율,50~59세_비율,60세이상_비율
2023Q3,서울특별시,강남구,개포4동,23412,0.06731590637,0.09354177345,0.1254912011,0.1570562105,0.1622245003,0.1682043397,0.2261660687
2023Q3,서울특별시,강남구,논현1동,21123,0.02584860105,0.03905695214,0.1862424845,0.2487809497,0.1727500828,0.1292430053,0.1980779245
2023Q3,서울특별시,강남구,논현2동,20492,0.04343158306,0.0594378294,0.157183291,0.2016884638,0.1754343158,0.1475697833,0.2152547336
2023Q3,서울특별시,강남구,대치1동,23969,0.06370728858,0.224247987,0.09512286704,0.05582210355,0.2242897075,0.1731403062,0.1636697401
2023Q3,서울특별시,강남구,대치2동,38049,0.05726825935,0.1744855318,0.1074404058,0.08746616205,0.1898341612,0.1743804042,0.2091250756
2023Q3,서울특별시,강남구,대치4동,18893,0.03038162282,0.1250198486,0.161170804,0.1633938496,0.1843010639,0.1766791934,0.1590536177
2023Q3,서울특별시,강남구,도곡1동,20681,0.06982254243,0.1171606789,0.1203520139,0.1361636285,0.1778927518,0.1601953484,0.2184130361
2023Q3,서울특별시,강남구,도곡2동,32605,0.07370035271,0.1467259623,0.1085723049,0.0928385217,0.1869345192,0.1709860451,0.2202422941
2023Q3,서울특별시,강남구,삼성1동,12333,0.05505554204,0.09373226303,0.1285980702,0.1402740615,0.159166464,0.1691397065,0.2540338928
2023Q3,서울특별시,강남구,삼성2동,30497,0.06666229465,0.116011411,0.1227005935,0.1523756435,0.2027740433,0.1630324294,0.1764435846
2023Q3,서울특별시,강남구,세곡동,45641,0.0812646524,0.1113034333,0.1178107403,0.1536337942,0.1770338073,0.1373326614,0.221620911
2023Q3,서울특별시,강남구,수서동,14158,0.03849413759,0.03559824834,0.08115553044,0.1352592174,0.1125158921,0.1331402741,0.4638367001
2023Q3,서울특별시,강남구,신사동,15433,0.05371606298,0.09920300654,0.1246031232,0.1327026502,0.1609538003,0.164452796,0.2643685609
2023Q3,서울특별시,강남구,압구정동,25571,0.07043134801,0.1051972938,0.1085604787,0.1082867311,0.1668296117,0.1662821165,0.2744124203
2023Q3,서울특별시,강남구,역삼1동,34352,0.02401606893,0.04020144388,0.2005414532,0.2799545878,0.1763216116,0.1211283186,0.1578365161
2023Q3,서울특별시,강남구,역삼2동,36776,0.06137154666,0.1586632586,0.1205677616,0.1238035675,0.2312649554,0.1598053078,0.1445236023
2023Q3,서울특별시,강남구,일원1동,14652,0.04074529075,0.06804531805,0.1341796342,0.1471471471,0.1388888889,0.1465328965,0.3244608245
2023Q3,서울특별시,강남구,일원본동,22849,0.07702744103,0.1430697186,0.09912906473,0.1124338045,0.188016981,0.1604008928,0.2199220972
2023Q3,서울특별시,강남구,청담동,24806,0.06764492462,0.09042167218,0.1292832379,0.1508506007,0.1791502056,0.1604450536,0.2222043054
2023Q3,서울특별시,강동구,강일동,32627,0.08578784442,0.1085910442,0.1029821927,0.1268581236,0.1654764459,0.1454316977,0.2648726515
